path,bytes,modified_utc
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_012__task_03.json,18892,2026-07-30T13:36:50.906724+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_012__task_04.json,17977,2026-07-30T13:36:51.915573+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_012__task_05.json,13322,2026-07-30T13:36:53.101769+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_012__task_06.json,22413,2026-07-30T13:36:55.069034+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_012__task_07.json,19113,2026-07-30T13:36:56.856675+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_012__task_08.json,14695,2026-07-30T13:36:58.247711+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_00.json,18629,2026-07-30T13:36:59.011690+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_01.json,16245,2026-07-30T13:36:59.948120+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_02.json,10028,2026-07-30T13:37:00.383382+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_03.json,17143,2026-07-30T13:37:01.759032+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_04.json,16933,2026-07-30T13:37:02.682103+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_05.json,14461,2026-07-30T13:37:03.476031+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_06.json,22494,2026-07-30T13:37:05.466680+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_07.json,22207,2026-07-30T13:37:07.394115+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_013__task_08.json,11398,2026-07-30T13:37:08.246150+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_00.json,20608,2026-07-30T13:37:09.287094+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_01.json,11772,2026-07-30T13:37:09.881925+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_02.json,9142,2026-07-30T13:37:10.216202+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_03.json,22418,2026-07-30T13:37:11.661130+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_04.json,13332,2026-07-30T13:37:12.262059+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_05.json,10029,2026-07-30T13:37:13.146835+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_06.json,25960,2026-07-30T13:37:14.949581+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_07.json,14911,2026-07-30T13:37:16.359183+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_014__task_08.json,15137,2026-07-30T13:37:17.282771+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_00.json,17360,2026-07-30T13:37:18.262268+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_01.json,16159,2026-07-30T13:37:19.082964+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_02.json,9979,2026-07-30T13:37:19.739133+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_03.json,19100,2026-07-30T13:37:21.039461+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_04.json,19089,2026-07-30T13:37:22.559496+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_05.json,13148,2026-07-30T13:37:23.423162+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_06.json,21561,2026-07-30T13:37:25.526123+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_07.json,16013,2026-07-30T13:37:27.087226+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_015__task_08.json,15824,2026-07-30T13:37:28.463089+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_00.json,20451,2026-07-30T13:37:29.290621+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_01.json,13059,2026-07-30T13:37:29.942244+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_02.json,11783,2026-07-30T13:37:30.905574+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_03.json,22623,2026-07-30T13:37:32.409493+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_04.json,19913,2026-07-30T13:37:33.737494+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_05.json,11948,2026-07-30T13:37:34.438579+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_06.json,24591,2026-07-30T13:37:36.529087+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_07.json,23508,2026-07-30T13:37:38.669650+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_016__task_08.json,11583,2026-07-30T13:37:39.945947+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_00.json,17564,2026-07-30T13:37:40.700591+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_01.json,17774,2026-07-30T13:37:41.937149+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_02.json,13350,2026-07-30T13:37:42.730392+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_03.json,25177,2026-07-30T13:37:44.396369+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_04.json,14908,2026-07-30T13:37:45.357563+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_05.json,13388,2026-07-30T13:37:46.383221+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_06.json,26243,2026-07-30T13:37:48.835959+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_07.json,22212,2026-07-30T13:37:51.067489+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_017__task_08.json,16235,2026-07-30T13:37:52.413207+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_00.json,17721,2026-07-30T13:37:53.467461+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_01.json,13312,2026-07-30T13:37:54.004928+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_02.json,11994,2026-07-30T13:37:54.482373+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_03.json,20370,2026-07-30T13:37:55.531355+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_04.json,15790,2026-07-30T13:37:56.498482+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_05.json,11731,2026-07-30T13:37:57.555283+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_06.json,29146,2026-07-30T13:37:59.542023+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_07.json,16427,2026-07-30T13:38:00.804413+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_018__task_08.json,19360,2026-07-30T13:38:02.544000+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_00.json,18701,2026-07-30T13:38:03.491745+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_01.json,12795,2026-07-30T13:38:04.243384+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_02.json,11456,2026-07-30T13:38:04.756962+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_03.json,21241,2026-07-30T13:38:06.466127+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_04.json,20016,2026-07-30T13:38:07.711336+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_05.json,9905,2026-07-30T13:38:08.648208+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_06.json,22987,2026-07-30T13:38:10.940657+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_07.json,20247,2026-07-30T13:38:12.655549+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_019__task_08.json,15610,2026-07-30T13:38:14.214899+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_00.json,15882,2026-07-30T13:38:14.758204+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_01.json,14602,2026-07-30T13:38:15.656294+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_02.json,15001,2026-07-30T13:38:16.384389+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_03.json,24849,2026-07-30T13:38:17.891979+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_04.json,17905,2026-07-30T13:38:19.125346+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_05.json,14889,2026-07-30T13:38:20.056565+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_06.json,25768,2026-07-30T13:38:22.458354+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_07.json,16215,2026-07-30T13:38:23.781107+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_020__task_08.json,14024,2026-07-30T13:38:25.116100+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_00.json,18387,2026-07-30T13:38:26.123549+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_01.json,12801,2026-07-30T13:38:26.685283+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_02.json,13108,2026-07-30T13:38:27.161645+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_03.json,22910,2026-07-30T13:38:28.691024+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_04.json,15298,2026-07-30T13:38:29.958076+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_05.json,9908,2026-07-30T13:38:30.599661+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_06.json,27278,2026-07-30T13:38:32.883696+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_07.json,20130,2026-07-30T13:38:34.845111+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_021__task_08.json,14584,2026-07-30T13:38:35.984200+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_00.json,17295,2026-07-30T13:38:37.058784+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_01.json,16265,2026-07-30T13:38:37.781521+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_02.json,11587,2026-07-30T13:38:38.522566+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_03.json,18458,2026-07-30T13:38:39.666019+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_04.json,16005,2026-07-30T13:38:40.786722+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_05.json,10466,2026-07-30T13:38:41.301601+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_06.json,21799,2026-07-30T13:38:43.123995+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_07.json,16032,2026-07-30T13:38:44.443835+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_022__task_08.json,12919,2026-07-30T13:38:45.824929+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_00.json,22213,2026-07-30T13:38:46.897426+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_01.json,16272,2026-07-30T13:38:47.947496+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_02.json,11901,2026-07-30T13:38:48.561008+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_03.json,25737,2026-07-30T13:38:50.592343+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_04.json,20931,2026-07-30T13:38:52.295332+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_05.json,12999,2026-07-30T13:38:53.127922+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_06.json,25077,2026-07-30T13:38:55.712556+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_07.json,17824,2026-07-30T13:38:57.307379+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_domain_randomization__seed43__synthetic_test__synthetic_test__map_023__task_08.json,14830,2026-07-30T13:38:58.824232+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_00.json,19050,2026-07-30T13:38:59.915857+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_01.json,15954,2026-07-30T13:39:00.836281+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_02.json,14890,2026-07-30T13:39:01.693774+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_03.json,20876,2026-07-30T13:39:03.125888+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_04.json,18158,2026-07-30T13:39:04.106438+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_05.json,11783,2026-07-30T13:39:05.083362+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_06.json,23087,2026-07-30T13:39:07.033636+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_07.json,19759,2026-07-30T13:39:08.479253+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_000__task_08.json,15378,2026-07-30T13:39:09.756346+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_00.json,17408,2026-07-30T13:39:10.490962+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_01.json,14322,2026-07-30T13:39:11.296333+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_02.json,10566,2026-07-30T13:39:11.863109+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_03.json,17659,2026-07-30T13:39:12.811912+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_04.json,15669,2026-07-30T13:39:13.954614+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_05.json,13008,2026-07-30T13:39:14.731718+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_06.json,20052,2026-07-30T13:39:16.364055+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_07.json,18811,2026-07-30T13:39:18.259413+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_001__task_08.json,11915,2026-07-30T13:39:19.024365+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_002__task_00.json,17724,2026-07-30T13:39:19.957674+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_002__task_01.json,13297,2026-07-30T13:39:20.816299+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_002__task_02.json,13291,2026-07-30T13:39:21.568857+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_03_of_04/routes/no_priority_bias__seed42__synthetic_test__synthetic_test__map_002__task_03.json,19140,2026-07-30T13:39:22.798748+00:00
