path,bytes,modified_utc
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_00.json,17746,2026-07-30T13:39:21.599653+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_01.json,13319,2026-07-30T13:39:22.400396+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_02.json,14646,2026-07-30T13:39:23.170929+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_03.json,19144,2026-07-30T13:39:24.508849+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_04.json,17303,2026-07-30T13:39:25.677486+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_05.json,13997,2026-07-30T13:39:26.602367+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_06.json,24604,2026-07-30T13:39:28.708507+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_07.json,21086,2026-07-30T13:39:30.315405+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_002__task_08.json,14702,2026-07-30T13:39:31.760440+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_00.json,16120,2026-07-30T13:39:32.522881+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_01.json,13084,2026-07-30T13:39:33.531586+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_02.json,14165,2026-07-30T13:39:34.204398+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_03.json,18717,2026-07-30T13:39:35.836195+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_04.json,13262,2026-07-30T13:39:36.756417+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_05.json,12840,2026-07-30T13:39:37.601965+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_06.json,26561,2026-07-30T13:39:40.354755+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_07.json,20268,2026-07-30T13:39:42.516804+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_003__task_08.json,14560,2026-07-30T13:39:43.748438+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_00.json,18406,2026-07-30T13:39:44.664336+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_01.json,16582,2026-07-30T13:39:45.451401+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_02.json,11940,2026-07-30T13:39:46.021110+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_03.json,23066,2026-07-30T13:39:47.514590+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_04.json,19065,2026-07-30T13:39:48.971082+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_05.json,10238,2026-07-30T13:39:49.496176+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_06.json,25950,2026-07-30T13:39:51.833906+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_07.json,17496,2026-07-30T13:39:53.410521+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_004__task_08.json,14460,2026-07-30T13:39:54.527181+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_00.json,21369,2026-07-30T13:39:55.619489+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_01.json,14699,2026-07-30T13:39:56.329882+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_02.json,12037,2026-07-30T13:39:57.218764+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_03.json,20227,2026-07-30T13:39:58.402506+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_04.json,16399,2026-07-30T13:39:59.528748+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_05.json,10477,2026-07-30T13:40:00.176160+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_06.json,24718,2026-07-30T13:40:02.239574+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_07.json,18695,2026-07-30T13:40:04.085039+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_005__task_08.json,14545,2026-07-30T13:40:05.098813+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_00.json,19076,2026-07-30T13:40:06.038685+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_01.json,15345,2026-07-30T13:40:06.766369+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_02.json,13163,2026-07-30T13:40:07.433670+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_03.json,18401,2026-07-30T13:40:08.778356+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_04.json,16922,2026-07-30T13:40:09.984267+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_05.json,13151,2026-07-30T13:40:10.735328+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_06.json,22969,2026-07-30T13:40:12.682027+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_07.json,16687,2026-07-30T13:40:14.204950+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_006__task_08.json,15421,2026-07-30T13:40:15.322354+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_00.json,17754,2026-07-30T13:40:16.792671+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_01.json,16412,2026-07-30T13:40:17.886438+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_02.json,10842,2026-07-30T13:40:18.637822+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_03.json,19030,2026-07-30T13:40:20.142377+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_04.json,16919,2026-07-30T13:40:21.838667+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_05.json,9765,2026-07-30T13:40:22.416776+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_06.json,22152,2026-07-30T13:40:24.728645+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_07.json,19692,2026-07-30T13:40:26.884930+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_007__task_08.json,12407,2026-07-30T13:40:28.212538+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_00.json,18789,2026-07-30T13:40:29.131610+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_01.json,11948,2026-07-30T13:40:29.665813+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_02.json,13477,2026-07-30T13:40:30.475466+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_03.json,23074,2026-07-30T13:40:31.804829+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_04.json,16585,2026-07-30T13:40:33.201834+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_05.json,13537,2026-07-30T13:40:33.999535+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_06.json,28714,2026-07-30T13:40:36.572512+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_07.json,16401,2026-07-30T13:40:38.191692+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_008__task_08.json,11941,2026-07-30T13:40:39.435189+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_00.json,16186,2026-07-30T13:40:40.150754+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_01.json,17557,2026-07-30T13:40:41.063619+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_02.json,10042,2026-07-30T13:40:41.729418+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_03.json,21746,2026-07-30T13:40:43.028070+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_04.json,17844,2026-07-30T13:40:44.313095+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_05.json,13107,2026-07-30T13:40:45.176229+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_06.json,26418,2026-07-30T13:40:47.447220+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_07.json,22037,2026-07-30T13:40:49.672197+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_009__task_08.json,14456,2026-07-30T13:40:51.028143+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_00.json,17481,2026-07-30T13:40:51.727743+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_01.json,15962,2026-07-30T13:40:52.368592+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_02.json,9982,2026-07-30T13:40:53.086069+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_03.json,23525,2026-07-30T13:40:54.537348+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_04.json,17042,2026-07-30T13:40:55.732145+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_05.json,13084,2026-07-30T13:40:56.537696+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_06.json,23512,2026-07-30T13:40:58.550535+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_07.json,18633,2026-07-30T13:41:00.336617+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_010__task_08.json,16015,2026-07-30T13:41:01.828213+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_00.json,20372,2026-07-30T13:41:02.883089+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_01.json,13288,2026-07-30T13:41:03.575180+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_02.json,11985,2026-07-30T13:41:04.636124+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_03.json,20338,2026-07-30T13:41:06.515666+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_04.json,16177,2026-07-30T13:41:07.941029+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_05.json,13286,2026-07-30T13:41:09.032024+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_06.json,23037,2026-07-30T13:41:11.604471+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_07.json,19027,2026-07-30T13:41:13.571229+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_011__task_08.json,12865,2026-07-30T13:41:14.645944+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_00.json,20156,2026-07-30T13:41:15.880370+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_01.json,16376,2026-07-30T13:41:16.585340+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_02.json,12227,2026-07-30T13:41:17.139315+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_03.json,18895,2026-07-30T13:41:18.420924+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_04.json,18192,2026-07-30T13:41:19.406145+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_05.json,13322,2026-07-30T13:41:20.344116+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_06.json,23975,2026-07-30T13:41:22.264836+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_07.json,19097,2026-07-30T13:41:24.125801+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_012__task_08.json,14465,2026-07-30T13:41:25.234994+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_00.json,18629,2026-07-30T13:41:26.293269+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_01.json,17576,2026-07-30T13:41:27.023216+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_02.json,10028,2026-07-30T13:41:27.459753+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_03.json,17143,2026-07-30T13:41:28.910225+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_04.json,17165,2026-07-30T13:41:29.875556+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_05.json,13332,2026-07-30T13:41:30.852286+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_06.json,21788,2026-07-30T13:41:32.901580+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_07.json,22207,2026-07-30T13:41:34.579185+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_013__task_08.json,11398,2026-07-30T13:41:35.686455+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_00.json,20603,2026-07-30T13:41:36.580728+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_01.json,12004,2026-07-30T13:41:37.460172+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_02.json,9158,2026-07-30T13:41:37.792567+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_03.json,22418,2026-07-30T13:41:38.966932+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_04.json,13323,2026-07-30T13:41:39.960963+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_05.json,10029,2026-07-30T13:41:40.612321+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_06.json,25960,2026-07-30T13:41:42.586117+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_07.json,17977,2026-07-30T13:41:44.107331+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_014__task_08.json,15137,2026-07-30T13:41:45.102744+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_00.json,17360,2026-07-30T13:41:46.147836+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_01.json,16159,2026-07-30T13:41:46.939222+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_02.json,9979,2026-07-30T13:41:47.377666+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_03.json,19100,2026-07-30T13:41:48.947412+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_04.json,19092,2026-07-30T13:41:50.208577+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_05.json,13148,2026-07-30T13:41:51.312598+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_06.json,21561,2026-07-30T13:41:53.590666+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_07.json,16009,2026-07-30T13:57:50.009660+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_015__task_08.json,15824,2026-07-30T13:57:51.377203+00:00
paper_runs/multimap_v3_2_14/formal_evaluation/results/synthetic_learning/shards/shard_02_of_04/routes/no_domain_randomization__seed46__synthetic_test__synthetic_test__map_016__task_00.json,22056,2026-07-30T13:57:52.383215+00:00
