aggregation,grid_id,is_first,model,rank,scope,score,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5
geometric,140,0.0,nearest_feasible,7,synthetic_all,0.541125231314563,0.36842105263157887,0.21052631578947367,0.3157894736842105,0.0,0.10526315789473684
arithmetic,140,0.0,nearest_feasible,8,synthetic_all,0.5887216593807572,0.36842105263157887,0.21052631578947367,0.3157894736842105,0.0,0.10526315789473684
geometric,141,0.0,nearest_feasible,8,synthetic_all,0.558616337165362,0.3888888888888888,0.2222222222222222,0.33333333333333326,0.0,0.05555555555555555
arithmetic,141,0.0,nearest_feasible,8,synthetic_all,0.6044717700755886,0.3888888888888888,0.2222222222222222,0.33333333333333326,0.0,0.05555555555555555
geometric,142,0.0,nearest_feasible,8,synthetic_all,0.5737734107898205,0.36842105263157887,0.21052631578947367,0.36842105263157887,0.0,0.05263157894736842
arithmetic,142,0.0,nearest_feasible,8,synthetic_all,0.6215529745984408,0.36842105263157887,0.21052631578947367,0.36842105263157887,0.0,0.05263157894736842
geometric,143,0.0,nearest_feasible,6,synthetic_all,0.4571749586459264,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.0,0.2105263157894737
arithmetic,143,0.0,nearest_feasible,8,synthetic_all,0.4925711311264682,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.0,0.2105263157894737
geometric,144,0.0,nearest_feasible,6,synthetic_all,0.4675529087492074,0.38888888888888884,0.2777777777777778,0.16666666666666666,0.0,0.16666666666666666
arithmetic,144,0.0,nearest_feasible,8,synthetic_all,0.5029795458071726,0.38888888888888884,0.2777777777777778,0.16666666666666666,0.0,0.16666666666666666
geometric,145,0.0,nearest_feasible,7,synthetic_all,0.4794308258336508,0.4117647058823529,0.29411764705882354,0.17647058823529413,0.0,0.11764705882352942
arithmetic,145,0.0,nearest_feasible,8,synthetic_all,0.5146124798620774,0.4117647058823529,0.29411764705882354,0.17647058823529413,0.0,0.11764705882352942
geometric,146,0.0,nearest_feasible,8,synthetic_all,0.4931545498998927,0.43749999999999994,0.3125,0.18749999999999997,0.0,0.0625
arithmetic,146,0.0,nearest_feasible,8,synthetic_all,0.5276995306738453,0.43749999999999994,0.3125,0.18749999999999997,0.0,0.0625
geometric,147,0.0,nearest_feasible,6,synthetic_all,0.4847580932656259,0.36842105263157887,0.2631578947368421,0.21052631578947367,0.0,0.15789473684210525
arithmetic,147,0.0,nearest_feasible,8,synthetic_all,0.5254024463441517,0.36842105263157887,0.2631578947368421,0.21052631578947367,0.0,0.15789473684210525
geometric,148,0.0,nearest_feasible,7,synthetic_all,0.4973783498563955,0.38888888888888884,0.2777777777777778,0.22222222222222224,0.0,0.11111111111111112
arithmetic,148,0.0,nearest_feasible,8,synthetic_all,0.5376348229813941,0.38888888888888884,0.2777777777777778,0.22222222222222224,0.0,0.11111111111111112
geometric,149,0.0,nearest_feasible,8,synthetic_all,0.5118725491296078,0.41176470588235287,0.2941176470588235,0.23529411764705882,0.0,0.058823529411764705
arithmetic,149,0.0,nearest_feasible,8,synthetic_all,0.5513063027524295,0.41176470588235287,0.2941176470588235,0.23529411764705882,0.0,0.058823529411764705
geometric,150,0.0,nearest_feasible,7,synthetic_all,0.5140054251495453,0.3684210526315789,0.2631578947368421,0.2631578947368421,0.0,0.10526315789473685
arithmetic,150,0.0,nearest_feasible,8,synthetic_all,0.5582337615618354,0.3684210526315789,0.2631578947368421,0.2631578947368421,0.0,0.10526315789473685
geometric,151,0.0,nearest_feasible,8,synthetic_all,0.52910637122903,0.38888888888888884,0.2777777777777778,0.2777777777777778,0.0,0.05555555555555556
arithmetic,151,0.0,nearest_feasible,8,synthetic_all,0.5722901001556155,0.38888888888888884,0.2777777777777778,0.2777777777777778,0.0,0.05555555555555556
geometric,152,0.0,nearest_feasible,8,synthetic_all,0.5450173617594337,0.3684210526315789,0.2631578947368421,0.3157894736842105,0.0,0.052631578947368425
arithmetic,152,0.0,nearest_feasible,8,synthetic_all,0.5910650767795189,0.3684210526315789,0.2631578947368421,0.3157894736842105,0.0,0.052631578947368425
geometric,153,0.0,nearest_feasible,6,synthetic_all,0.4604632632235111,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.0,0.15789473684210525
arithmetic,153,0.0,nearest_feasible,8,synthetic_all,0.49491454852522987,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.0,0.15789473684210525
geometric,154,0.0,nearest_feasible,7,synthetic_all,0.47110339657412825,0.3888888888888889,0.33333333333333337,0.16666666666666669,0.0,0.11111111111111113
arithmetic,154,0.0,nearest_feasible,8,synthetic_all,0.5054531530614209,0.3888888888888889,0.33333333333333337,0.16666666666666669,0.0,0.11111111111111113
geometric,155,0.0,nearest_feasible,8,synthetic_all,0.48328652871104477,0.4117647058823529,0.35294117647058826,0.17647058823529413,0.0,0.05882352941176471
arithmetic,155,0.0,nearest_feasible,8,synthetic_all,0.5172315934253994,0.4117647058823529,0.35294117647058826,0.17647058823529413,0.0,0.05882352941176471
geometric,156,0.0,nearest_feasible,7,synthetic_all,0.48824479398481624,0.368421052631579,0.31578947368421056,0.21052631578947373,0.0,0.10526315789473686
arithmetic,156,0.0,nearest_feasible,8,synthetic_all,0.5277458637429134,0.368421052631579,0.31578947368421056,0.21052631578947373,0.0,0.10526315789473686
geometric,157,0.0,nearest_feasible,8,synthetic_all,0.5011553251302068,0.3888888888888889,0.33333333333333337,0.22222222222222227,0.0,0.055555555555555566
arithmetic,157,0.0,nearest_feasible,8,synthetic_all,0.5401084302356426,0.3888888888888889,0.33333333333333337,0.22222222222222227,0.0,0.055555555555555566
geometric,158,0.0,nearest_feasible,8,synthetic_all,0.5177024920173999,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.0,0.052631578947368425
arithmetic,158,0.0,nearest_feasible,8,synthetic_all,0.5605771789605971,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.0,0.052631578947368425
geometric,159,0.0,nearest_feasible,7,synthetic_all,0.46377521946177946,0.3684210526315789,0.3684210526315789,0.15789473684210525,0.0,0.10526315789473685
arithmetic,159,0.0,nearest_feasible,8,synthetic_all,0.49725796592399163,0.3684210526315789,0.3684210526315789,0.15789473684210525,0.0,0.10526315789473685
geometric,160,0.0,nearest_feasible,8,synthetic_all,0.4746808459761432,0.38888888888888884,0.38888888888888884,0.16666666666666666,0.0,0.05555555555555556
arithmetic,160,0.0,nearest_feasible,8,synthetic_all,0.5079267603156695,0.38888888888888884,0.38888888888888884,0.16666666666666666,0.0,0.05555555555555556
geometric,161,0.0,nearest_feasible,8,synthetic_all,0.4917565733609164,0.3684210526315789,0.3684210526315789,0.2105263157894737,0.0,0.052631578947368425
arithmetic,161,0.0,nearest_feasible,8,synthetic_all,0.5300892811416752,0.3684210526315789,0.3684210526315789,0.2105263157894737,0.0,0.052631578947368425
geometric,162,0.0,nearest_feasible,6,synthetic_all,0.47409245039694653,0.4444444444444444,0.16666666666666663,0.16666666666666663,0.0,0.2222222222222222
arithmetic,162,0.0,nearest_feasible,8,synthetic_all,0.5096646186043152,0.4444444444444444,0.16666666666666663,0.16666666666666663,0.0,0.2222222222222222
geometric,163,0.0,nearest_feasible,7,synthetic_all,0.4865338603898557,0.47058823529411764,0.1764705882352941,0.1764705882352941,0.0,0.1764705882352941
arithmetic,163,0.0,nearest_feasible,8,synthetic_all,0.5216907922355225,0.47058823529411764,0.1764705882352941,0.1764705882352941,0.0,0.1764705882352941
geometric,164,0.0,nearest_feasible,7,synthetic_all,0.5009211341577208,0.5,0.18749999999999997,0.18749999999999997,0.0,0.125
arithmetic,164,0.0,nearest_feasible,8,synthetic_all,0.5352202375706308,0.5,0.18749999999999997,0.18749999999999997,0.0,0.125
geometric,165,0.0,nearest_feasible,6,synthetic_all,0.49117907474985484,0.4210526315789474,0.15789473684210525,0.2105263157894737,0.0,0.2105263157894737
arithmetic,165,0.0,nearest_feasible,8,synthetic_all,0.5317356732046027,0.4210526315789474,0.15789473684210525,0.2105263157894737,0.0,0.2105263157894737
geometric,166,0.0,nearest_feasible,7,synthetic_all,0.5043350522374609,0.4444444444444445,0.16666666666666666,0.22222222222222224,0.0,0.16666666666666666
arithmetic,166,0.0,nearest_feasible,8,synthetic_all,0.5443198957785367,0.4444444444444445,0.16666666666666666,0.22222222222222224,0.0,0.16666666666666666
geometric,167,0.0,nearest_feasible,7,synthetic_all,0.5194562258748776,0.4705882352941177,0.17647058823529413,0.23529411764705885,0.0,0.11764705882352942
arithmetic,167,0.0,nearest_feasible,8,synthetic_all,0.5583846151258747,0.4705882352941177,0.17647058823529413,0.23529411764705885,0.0,0.11764705882352942
geometric,168,0.0,nearest_feasible,8,synthetic_all,0.5370101364912864,0.5,0.18749999999999997,0.25,0.0,0.0625
arithmetic,168,0.0,nearest_feasible,8,synthetic_all,0.5742074243916301,0.5,0.18749999999999997,0.25,0.0,0.0625
geometric,169,0.0,nearest_feasible,7,synthetic_all,0.5208138092972856,0.42105263157894735,0.15789473684210525,0.2631578947368421,0.0,0.15789473684210525
arithmetic,169,0.0,nearest_feasible,8,synthetic_all,0.564566988422286,0.42105263157894735,0.15789473684210525,0.2631578947368421,0.0,0.15789473684210525
geometric,170,0.0,nearest_feasible,7,synthetic_all,0.5365068452416777,0.4444444444444445,0.16666666666666666,0.2777777777777778,0.0,0.11111111111111112
arithmetic,170,0.0,nearest_feasible,8,synthetic_all,0.5789751729527582,0.4444444444444445,0.16666666666666666,0.2777777777777778,0.0,0.11111111111111112
geometric,171,0.0,nearest_feasible,8,synthetic_all,0.5546063543942359,0.47058823529411764,0.1764705882352941,0.2941176470588235,0.0,0.058823529411764705
arithmetic,171,0.0,nearest_feasible,8,synthetic_all,0.595078438016227,0.47058823529411764,0.1764705882352941,0.2941176470588235,0.0,0.058823529411764705
geometric,172,0.0,nearest_feasible,7,synthetic_all,0.5522365220727058,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.0,0.10526315789473684
arithmetic,172,0.0,nearest_feasible,8,synthetic_all,0.5973983036399696,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.0,0.10526315789473684
geometric,173,0.0,nearest_feasible,8,synthetic_all,0.5707308935085704,0.4444444444444444,0.16666666666666663,0.33333333333333326,0.0,0.05555555555555555
arithmetic,173,0.0,nearest_feasible,8,synthetic_all,0.6136304501269797,0.4444444444444444,0.16666666666666663,0.33333333333333326,0.0,0.05555555555555555
geometric,174,0.0,nearest_feasible,8,synthetic_all,0.585555088722467,0.42105263157894735,0.15789473684210525,0.36842105263157887,0.0,0.05263157894736842
arithmetic,174,0.0,nearest_feasible,8,synthetic_all,0.6302296188576533,0.42105263157894735,0.15789473684210525,0.36842105263157887,0.0,0.05263157894736842
geometric,175,0.0,nearest_feasible,6,synthetic_all,0.4665624416145477,0.4210526315789473,0.21052631578947364,0.15789473684210523,0.0,0.21052631578947364
arithmetic,175,0.0,nearest_feasible,8,synthetic_all,0.5012477753856808,0.4210526315789473,0.21052631578947364,0.15789473684210523,0.0,0.21052631578947364
geometric,176,0.0,nearest_feasible,6,synthetic_all,0.4776925979770872,0.4444444444444444,0.2222222222222222,0.16666666666666663,0.0,0.16666666666666663
arithmetic,176,0.0,nearest_feasible,8,synthetic_all,0.5121382258585636,0.4444444444444444,0.2222222222222222,0.16666666666666663,0.0,0.16666666666666663
geometric,177,0.0,nearest_feasible,7,synthetic_all,0.4904466876516255,0.47058823529411764,0.23529411764705882,0.1764705882352941,0.0,0.11764705882352941
arithmetic,177,0.0,nearest_feasible,8,synthetic_all,0.5243099057988444,0.47058823529411764,0.23529411764705882,0.1764705882352941,0.0,0.11764705882352941
geometric,178,0.0,nearest_feasible,8,synthetic_all,0.5052025238518003,0.49999999999999994,0.24999999999999997,0.18749999999999994,0.0,0.06249999999999999
arithmetic,178,0.0,nearest_feasible,8,synthetic_all,0.5380030457316604,0.49999999999999994,0.24999999999999997,0.18749999999999994,0.0,0.06249999999999999
geometric,179,0.0,nearest_feasible,6,synthetic_all,0.49471195941330526,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.0,0.15789473684210525
arithmetic,179,0.0,nearest_feasible,8,synthetic_all,0.5340790906033643,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.0,0.15789473684210525
geometric,180,0.0,nearest_feasible,7,synthetic_all,0.5081648550878808,0.4444444444444445,0.22222222222222224,0.22222222222222224,0.0,0.11111111111111112
arithmetic,180,0.0,nearest_feasible,8,synthetic_all,0.5467935030327852,0.4444444444444445,0.22222222222222224,0.22222222222222224,0.0,0.11111111111111112
geometric,181,0.0,nearest_feasible,8,synthetic_all,0.5236338230523293,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.0,0.058823529411764705
arithmetic,181,0.0,nearest_feasible,8,synthetic_all,0.5610037286891966,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.0,0.058823529411764705
geometric,182,0.0,nearest_feasible,7,synthetic_all,0.524559846565499,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.0,0.10526315789473684
arithmetic,182,0.0,nearest_feasible,8,synthetic_all,0.5669104058210479,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.0,0.10526315789473684
geometric,183,0.0,nearest_feasible,8,synthetic_all,0.5405809531904724,0.4444444444444444,0.2222222222222222,0.27777777777777773,0.0,0.05555555555555555
arithmetic,183,0.0,nearest_feasible,8,synthetic_all,0.5814487802070065,0.4444444444444444,0.2222222222222222,0.27777777777777773,0.0,0.05555555555555555
geometric,184,0.0,nearest_feasible,8,synthetic_all,0.5562085722672736,0.4210526315789473,0.21052631578947364,0.31578947368421045,0.0,0.05263157894736841
arithmetic,184,0.0,nearest_feasible,8,synthetic_all,0.5997417210387314,0.4210526315789473,0.21052631578947364,0.31578947368421045,0.0,0.05263157894736841
geometric,185,0.0,nearest_feasible,6,synthetic_all,0.46991826717646007,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0,0.15789473684210525
arithmetic,185,0.0,nearest_feasible,8,synthetic_all,0.5035911927844424,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0,0.15789473684210525
geometric,186,0.0,nearest_feasible,7,synthetic_all,0.48132008423893,0.4444444444444445,0.2777777777777778,0.16666666666666666,0.0,0.11111111111111112
arithmetic,186,0.0,nearest_feasible,8,synthetic_all,0.514611833112812,0.4444444444444445,0.2777777777777778,0.16666666666666666,0.0,0.11111111111111112
geometric,187,0.0,nearest_feasible,8,synthetic_all,0.4943909828510394,0.47058823529411764,0.2941176470588235,0.1764705882352941,0.0,0.058823529411764705
arithmetic,187,0.0,nearest_feasible,8,synthetic_all,0.5269290193621663,0.47058823529411764,0.2941176470588235,0.1764705882352941,0.0,0.058823529411764705
geometric,188,0.0,nearest_feasible,7,synthetic_all,0.49827025491912835,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,0.10526315789473684
arithmetic,188,0.0,nearest_feasible,8,synthetic_all,0.5364225080021261,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,0.10526315789473684
geometric,189,0.0,nearest_feasible,8,synthetic_all,0.5120237405686039,0.4444444444444444,0.27777777777777773,0.2222222222222222,0.0,0.05555555555555555
arithmetic,189,0.0,nearest_feasible,8,synthetic_all,0.5492671102870336,0.4444444444444444,0.27777777777777773,0.2222222222222222,0.0,0.05555555555555555
geometric,190,0.0,nearest_feasible,8,synthetic_all,0.528332827810551,0.42105263157894735,0.2631578947368421,0.2631578947368421,0.0,0.05263157894736842
arithmetic,190,0.0,nearest_feasible,8,synthetic_all,0.5692538232198097,0.42105263157894735,0.2631578947368421,0.2631578947368421,0.0,0.05263157894736842
geometric,191,0.0,nearest_feasible,7,synthetic_all,0.47329823005461896,0.4210526315789474,0.3157894736842105,0.15789473684210525,0.0,0.10526315789473685
arithmetic,191,0.0,nearest_feasible,8,synthetic_all,0.505934610183204,0.4210526315789474,0.3157894736842105,0.15789473684210525,0.0,0.10526315789473685
geometric,192,0.0,nearest_feasible,8,synthetic_all,0.48497511678605254,0.4444444444444445,0.3333333333333333,0.16666666666666666,0.0,0.05555555555555556
arithmetic,192,0.0,nearest_feasible,8,synthetic_all,0.5170854403670605,0.4444444444444445,0.3333333333333333,0.16666666666666666,0.0,0.05555555555555556
geometric,193,0.0,nearest_feasible,8,synthetic_all,0.5018541440389037,0.4210526315789474,0.3157894736842105,0.2105263157894737,0.0,0.052631578947368425
arithmetic,193,0.0,nearest_feasible,8,synthetic_all,0.5387659254008877,0.4210526315789474,0.3157894736842105,0.2105263157894737,0.0,0.052631578947368425
geometric,194,0.0,nearest_feasible,8,synthetic_all,0.47670250386056173,0.42105263157894735,0.36842105263157887,0.15789473684210525,0.0,0.05263157894736842
arithmetic,194,0.0,nearest_feasible,8,synthetic_all,0.5082780275819659,0.42105263157894735,0.36842105263157887,0.15789473684210525,0.0,0.05263157894736842
geometric,195,0.0,nearest_feasible,6,synthetic_all,0.47614268412701455,0.4736842105263158,0.15789473684210525,0.15789473684210525,0.0,0.2105263157894737
arithmetic,195,0.0,nearest_feasible,8,synthetic_all,0.5099244196448933,0.4736842105263158,0.15789473684210525,0.15789473684210525,0.0,0.2105263157894737
geometric,196,0.0,nearest_feasible,7,synthetic_all,0.4880521838107073,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
arithmetic,196,0.0,nearest_feasible,8,synthetic_all,0.5212969059099547,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
geometric,197,0.0,nearest_feasible,8,synthetic_all,0.5017156604609131,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.0,0.11764705882352942
arithmetic,197,0.0,nearest_feasible,8,synthetic_all,0.5340073317356113,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.0,0.11764705882352942
geometric,198,0.0,nearest_feasible,8,synthetic_all,0.5175448348961577,0.5625,0.18749999999999997,0.18749999999999997,0.0,0.0625
arithmetic,198,0.0,nearest_feasible,8,synthetic_all,0.5483065607894752,0.5625,0.18749999999999997,0.18749999999999997,0.0,0.0625
geometric,199,0.0,nearest_feasible,7,synthetic_all,0.5048702150341309,0.47368421052631576,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525
arithmetic,199,0.0,nearest_feasible,8,synthetic_all,0.5427557348625768,0.47368421052631576,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525
geometric,200,0.0,nearest_feasible,8,synthetic_all,0.5191852842429596,0.5,0.16666666666666666,0.22222222222222224,0.0,0.11111111111111112
arithmetic,200,0.0,nearest_feasible,8,synthetic_all,0.5559521830841762,0.5,0.16666666666666666,0.22222222222222224,0.0,0.11111111111111112
geometric,201,0.0,nearest_feasible,8,synthetic_all,0.5356653352687835,0.5294117647058824,0.1764705882352941,0.23529411764705882,0.0,0.058823529411764705
arithmetic,201,0.0,nearest_feasible,8,synthetic_all,0.5707011546259635,0.5294117647058824,0.1764705882352941,0.23529411764705882,0.0,0.058823529411764705
geometric,202,0.0,nearest_feasible,8,synthetic_all,0.5353309890625447,0.4736842105263158,0.15789473684210525,0.2631578947368421,0.0,0.10526315789473685
arithmetic,202,0.0,nearest_feasible,8,synthetic_all,0.5755870500802605,0.4736842105263158,0.15789473684210525,0.2631578947368421,0.0,0.10526315789473685
geometric,203,0.0,nearest_feasible,8,synthetic_all,0.5523043812031994,0.5,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555556
arithmetic,203,0.0,nearest_feasible,8,synthetic_all,0.5906074602583976,0.5,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555556
geometric,204,0.0,nearest_feasible,8,synthetic_all,0.5676295794777848,0.4736842105263158,0.15789473684210525,0.3157894736842105,0.0,0.052631578947368425
arithmetic,204,0.0,nearest_feasible,8,synthetic_all,0.608418365297944,0.4736842105263158,0.15789473684210525,0.3157894736842105,0.0,0.052631578947368425
geometric,205,0.0,nearest_feasible,7,synthetic_all,0.47956741712734263,0.47368421052631576,0.21052631578947367,0.15789473684210525,0.0,0.15789473684210525
arithmetic,205,0.0,nearest_feasible,8,synthetic_all,0.512267837043655,0.47368421052631576,0.21052631578947367,0.15789473684210525,0.0,0.15789473684210525
geometric,206,0.0,nearest_feasible,8,synthetic_all,0.4917583383530489,0.5,0.22222222222222224,0.16666666666666666,0.0,0.11111111111111112
arithmetic,206,0.0,nearest_feasible,8,synthetic_all,0.523770513164203,0.5,0.22222222222222224,0.16666666666666666,0.0,0.11111111111111112
geometric,207,0.0,nearest_feasible,8,synthetic_all,0.5057505835643848,0.5294117647058824,0.23529411764705882,0.1764705882352941,0.0,0.058823529411764705
arithmetic,207,0.0,nearest_feasible,8,synthetic_all,0.5366264452989332,0.5294117647058824,0.23529411764705882,0.1764705882352941,0.0,0.058823529411764705
geometric,208,0.0,nearest_feasible,8,synthetic_all,0.5085015754308158,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.0,0.10526315789473684
arithmetic,208,0.0,nearest_feasible,8,synthetic_all,0.5450991522613386,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.0,0.10526315789473684
geometric,209,0.0,nearest_feasible,8,synthetic_all,0.5231278562943538,0.49999999999999994,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555
arithmetic,209,0.0,nearest_feasible,8,synthetic_all,0.5584257903384245,0.49999999999999994,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555
geometric,210,0.0,nearest_feasible,8,synthetic_all,0.539181443486101,0.47368421052631576,0.21052631578947367,0.2631578947368421,0.0,0.05263157894736842
arithmetic,210,0.0,nearest_feasible,8,synthetic_all,0.5779304674790222,0.47368421052631576,0.21052631578947367,0.2631578947368421,0.0,0.05263157894736842
geometric,211,0.0,nearest_feasible,8,synthetic_all,0.4830167830717746,0.4736842105263158,0.2631578947368421,0.15789473684210525,0.0,0.10526315789473685
arithmetic,211,0.0,nearest_feasible,8,synthetic_all,0.5146112544424165,0.4736842105263158,0.2631578947368421,0.15789473684210525,0.0,0.10526315789473685
geometric,212,0.0,nearest_feasible,8,synthetic_all,0.4954926365692584,0.5,0.2777777777777778,0.16666666666666666,0.0,0.05555555555555556
arithmetic,212,0.0,nearest_feasible,8,synthetic_all,0.5262441204184515,0.5,0.2777777777777778,0.16666666666666666,0.0,0.05555555555555556
geometric,213,0.0,nearest_feasible,8,synthetic_all,0.5121590549724572,0.4736842105263158,0.2631578947368421,0.2105263157894737,0.0,0.052631578947368425
arithmetic,213,0.0,nearest_feasible,8,synthetic_all,0.5474425696601003,0.4736842105263158,0.2631578947368421,0.2105263157894737,0.0,0.052631578947368425
geometric,214,0.0,nearest_feasible,8,synthetic_all,0.48649095913673107,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842
arithmetic,214,0.0,nearest_feasible,8,synthetic_all,0.5169546718411784,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842
geometric,215,0.0,nearest_feasible,7,synthetic_all,0.48941469960738615,0.5263157894736842,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525
arithmetic,215,0.0,nearest_feasible,8,synthetic_all,0.5209444813028674,0.5263157894736842,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525
geometric,216,0.0,nearest_feasible,8,synthetic_all,0.5024229639661323,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.0,0.11111111111111112
arithmetic,216,0.0,nearest_feasible,8,synthetic_all,0.5329291932155941,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.0,0.11111111111111112
geometric,217,0.0,nearest_feasible,8,synthetic_all,0.5173711933431111,0.588235294117647,0.1764705882352941,0.1764705882352941,0.0,0.058823529411764705
arithmetic,217,0.0,nearest_feasible,8,synthetic_all,0.5463238712357001,0.588235294117647,0.1764705882352941,0.1764705882352941,0.0,0.058823529411764705
geometric,218,0.0,nearest_feasible,8,synthetic_all,0.5189429825739637,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.0,0.10526315789473684
arithmetic,218,0.0,nearest_feasible,8,synthetic_all,0.5537757965205511,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.0,0.10526315789473684
geometric,219,0.0,nearest_feasible,8,synthetic_all,0.5344727838736985,0.5555555555555555,0.16666666666666663,0.2222222222222222,0.0,0.05555555555555555
arithmetic,219,0.0,nearest_feasible,8,synthetic_all,0.5675844703898156,0.5555555555555555,0.16666666666666663,0.2222222222222222,0.0,0.05555555555555555
geometric,220,0.0,nearest_feasible,8,synthetic_all,0.5502528211326675,0.5263157894736842,0.15789473684210525,0.2631578947368421,0.0,0.05263157894736842
arithmetic,220,0.0,nearest_feasible,8,synthetic_all,0.5866071117382347,0.5263157894736842,0.15789473684210525,0.2631578947368421,0.0,0.05263157894736842
geometric,221,0.0,nearest_feasible,8,synthetic_all,0.49293489371824206,0.5263157894736842,0.2105263157894737,0.15789473684210525,0.0,0.10526315789473685
arithmetic,221,0.0,nearest_feasible,8,synthetic_all,0.5232878987016293,0.5263157894736842,0.2105263157894737,0.15789473684210525,0.0,0.10526315789473685
geometric,222,0.0,nearest_feasible,8,synthetic_all,0.5062382468638358,0.5555555555555556,0.22222222222222224,0.16666666666666666,0.0,0.05555555555555556
arithmetic,222,0.0,nearest_feasible,8,synthetic_all,0.5354028004698425,0.5555555555555556,0.22222222222222224,0.16666666666666666,0.0,0.05555555555555556
geometric,223,0.0,nearest_feasible,8,synthetic_all,0.5226755636194296,0.5263157894736842,0.2105263157894737,0.2105263157894737,0.0,0.052631578947368425
arithmetic,223,0.0,nearest_feasible,8,synthetic_all,0.5561192139193128,0.5263157894736842,0.2105263157894737,0.2105263157894737,0.0,0.052631578947368425
geometric,224,0.0,nearest_feasible,8,synthetic_all,0.49648040739262583,0.5263157894736842,0.2631578947368421,0.15789473684210525,0.0,0.05263157894736842
arithmetic,224,0.0,nearest_feasible,8,synthetic_all,0.5256313161003909,0.5263157894736842,0.2631578947368421,0.15789473684210525,0.0,0.05263157894736842
geometric,0,0.0,priority_resource_greedy,5,synthetic_all,0.504029053543294,0.3125,0.18749999999999997,0.25,0.0,0.25
arithmetic,0,0.0,priority_resource_greedy,6,synthetic_all,0.548212990255159,0.3125,0.18749999999999997,0.25,0.0,0.25
geometric,1,0.0,priority_resource_greedy,5,synthetic_all,0.5226789552645105,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.0,0.23529411764705882
arithmetic,1,0.0,priority_resource_greedy,6,synthetic_all,0.5709518077596117,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.0,0.23529411764705882
geometric,2,0.0,priority_resource_greedy,5,synthetic_all,0.5399284546343911,0.3125,0.18749999999999997,0.3125,0.0,0.18749999999999997
arithmetic,2,0.0,priority_resource_greedy,6,synthetic_all,0.587205266298415,0.3125,0.18749999999999997,0.3125,0.0,0.18749999999999997
geometric,3,0.0,priority_resource_greedy,5,synthetic_all,0.5398351836579327,0.2777777777777778,0.16666666666666669,0.33333333333333337,0.0,0.22222222222222227
arithmetic,3,0.0,priority_resource_greedy,6,synthetic_all,0.5911640899857921,0.2777777777777778,0.16666666666666669,0.33333333333333337,0.0,0.22222222222222227
geometric,4,0.0,priority_resource_greedy,5,synthetic_all,0.5576452073922336,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413
arithmetic,4,0.0,priority_resource_greedy,6,synthetic_all,0.6076504205062057,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413
geometric,5,0.0,priority_resource_greedy,5,synthetic_all,0.5783847857072808,0.3125,0.1875,0.375,0.0,0.12500000000000003
arithmetic,5,0.0,priority_resource_greedy,7,synthetic_all,0.626197542341671,0.3125,0.1875,0.375,0.0,0.12500000000000003
geometric,6,0.0,priority_resource_greedy,5,synthetic_all,0.5556622829681757,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.0,0.2105263157894737
